SensorA = target
SensorB = available
{bandsB; cwlsB; beta_hat} = bands, centre wavelengths, and coefficients in comma-delimited form
*) band numbers start counting at zero
**) centre wavelengths are expressed in nm
***) first coefficient listed is the constant

sensorA;bandA;cwlA;sensorB;{bandsB};{cwlsB};{beta_hat};AIC;var_y_given_X
sentinel3_slstr;6;2250.000000;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00521188164463, 0.109185670226, 0.0584721177439, -0.0865296541983, 0.0139200203278, -0.0538154561489, 0.232609755556, 0.711047134878;-852.985056;0.000073
sentinel3_slstr;6;2250.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00100441328775, -0.0186516102647, 0.11554673, -0.0823359954028, 0.00152705260313, 0.0146978076708, 0.970587227351;-1081.483116;0.000012
sentinel3_slstr;6;2250.000000;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0695533141295, -0.249831394675, 1.50846118755, -0.968049352622, 0.638576287936;-462.798690;0.001728
sentinel3_slstr;6;2250.000000;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.00526605860208, 0.110495995216, 0.0570621586385, -0.0859984753287, 0.0139748700978, -0.053660106551, 0.231542635778, 0.71211790695;-853.182029;0.000072
sentinel3_slstr;6;2250.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00675438120746, 0.272168783603, 0.0713917656088, -0.12462999882, 0.725712094644;-629.865124;0.000454
sentinel3_slstr;6;2250.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00675438120746, 0.272168783603, 0.0713917656088, -0.12462999882, 0.725712094644;-629.865124;0.000454
sentinel3_slstr;6;2250.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00103543140633, -0.0185121093632, 0.117267446633, -0.0840301103402, 0.00148729834129, 0.0150534452741, 0.969980842259;-1080.166606;0.000012
sentinel3_slstr;6;2250.000000;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0708572845968, -0.240718249653, 1.55758444415, -1.02228582167, 0.633866275573;-462.100514;0.001737
sentinel3_slstr;6;2250.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697;0.0366418665117, 3.98884438056, -4.54712832844, 3.16855298294, -1.36860782204, -1.51181477062, 1.9953949356, -9.68176629145, 8.65103693239, 0.595966878651, -0.50850175361, -0.723007744012, 6.94321595572, -33.7247293285, 28.1344679812;-513.896832;0.000978
sentinel3_slstr;6;2250.000000;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;-0.00121371628893, -0.0155375674087, 0.111894423069, -0.0789478140712, 0.000392081224534, 0.0351255066587, 0.947207184006;-1065.160955;0.000014
sentinel3_slstr;6;2250.000000;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.0920042793026, 0.708227600368, -1.12908600161, 1.49530148719, 0.0625026257666, -0.134039824536;-452.158598;0.001851
aqua;1;645.840350;landsat8_oli;0, 1, 2, 3, 4, 7;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335;0.000618231020393, 0.0884707851162, -0.139376895786, 0.118026245171, 0.93927993946, -0.000983217156442, -0.00551079445901;-1469.295769;0.000001
aqua;1;645.840350;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;9.23941476399e-06, -0.0309871948463, 0.0383243113309, -0.00104337351109, -0.00333912951987, -0.0192807612329, 0.0151746103142, 0.333141978923, 1.42890104542, -0.939549694956, 0.167929701042, 0.0116667797873, -0.0314697899273, 0.143943993517, -0.424193691445, 0.398954125482, -0.113541272491, 0.282544760265, -0.374759135141, 0.118399926741, -0.0164702518167, 0.0147431373799;-1859.870351;0.000000
aqua;1;645.840350;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255;0.000363209622065, 0.144534091853, -0.230485983871, 0.211546844994, 0.818607583259, 0.103032392853, -0.0677570999886, 0.343395125299, -0.740569136996, 0.429569424584, 0.00944831627435, -0.0136354803194;-1271.529923;0.000002
aqua;1;645.840350;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-3.80786328181e-05, 0.0809990831602, 0.922961205091, 0.0061897323353, -0.0100519327035, 0.0135639286264, -0.0122173824347;-1271.142922;0.000003
aqua;1;645.840350;landsat5_tm;0, 1, 2, 3;485.0, 560.0, 660.0, 830.0;-0.00103208162854, -0.0539944282556, 0.141833203429, 0.910926127716, -0.00746698087521;-1327.830793;0.000002
aqua;1;645.840350;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.000841356178768, -0.0284427895451, 1.03361477104, -0.0140812193282, 0.0047170126762;-1515.480132;0.000000
aqua;1;645.840350;terra;2, 3, 0, 1, 4, 5;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053;-1.65310692057e-05, -0.00166786556936, 0.00424815380926, 0.997498455598, -0.000165874335915, 0.000526310023638, -0.000560201166637;-2131.181894;0.000000
aqua;1;645.840350;vgt;0, 1, 2;459.52, 662.04, 834.709418838;-0.00142066333917, 0.0390453483832, 0.994102018663, -0.0277485925116;-1250.929710;0.000003
aqua;1;645.840350;landsat8_tirs;0, 1, 2;459.52, 662.04, 834.709418838;-0.00142066333917, 0.0390453483832, 0.994102018663, -0.0277485925116;-1250.929710;0.000003
aqua;1;645.840350;landsat4_tm;0, 1, 2, 3;485.0, 560.0, 660.0, 830.0;-0.000978868416071, -0.0513228940067, 0.135580738866, 0.914439942704, -0.00712439043819;-1340.375367;0.000002
aqua;1;645.840350;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.0012555266721, -0.0122973976593, 1.02882129784, -0.0321637193207, 0.0123361887498;-1444.605164;0.000001
aqua;1;645.840350;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967;0.000192720868274, -0.00881207372774, 0.043557797041, -0.151669480774, 0.129400095838, -0.0297909889993, 0.351985597232, 0.980838295396, -0.349732880709, 0.0367635368743, -0.025642719454, 0.020434364038;-1754.536689;0.000000
aqua;1;645.840350;landsat7;0, 1, 2;485.0, 560.0, 660.0;-0.00131993719858, -0.0684716654087, 0.155185243823, 0.904100867942;-1292.662066;0.000002
aqua;1;645.840350;rapideye;0, 1, 2;475.0, 555.0, 657.5;-0.000632758001147, -0.0776837733594, 0.145714671811, 0.920616001353;-1313.169548;0.000002
aqua;2;856.877853;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.0003824519708, -0.014424207585, -0.00305164464818, 0.0266646772865, -0.00153739118944, 0.99950643739, 0.00152858613624, -0.0248803673068, 0.018856314948;-1537.075214;0.000000
aqua;2;856.877853;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;-3.50475652867e-05, 0.00289078497734, -0.0105958282783, 0.00197012067748, 0.0439315807015, -0.0489036552159, 0.0151697206643, -0.0183411936781, 0.0819902362128, -0.0626001575966, -0.00496321503726, 0.000819052886617, -0.00477031853294, 0.140982806268, -0.190141319346, -0.0654659136521, 0.165038376592, 1.33029881983, -0.423777187682, 0.0260829135415, 0.0155793177856, 0.00464848062036;-2016.205836;0.000000
aqua;2;856.877853;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;2.8820592371e-05, 0.00561561209293, -0.00590563893443, -0.00318054177697, -0.00116269935003, 0.0077050537467, -0.00546379577174, 0.0162979019878, 0.231207389875, 0.747486309916, 0.00946647219748, -0.000319871677064, -0.000593048115041, -0.0015546182913;-1924.085408;0.000000
aqua;2;856.877853;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-0.000560860849038, 0.0125776773962, 0.00448714199718, 1.00063931639, 0.00144454781066, -0.0288145605813, 0.0195501599347;-1443.005159;0.000001
aqua;2;856.877853;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.000834698386064, 0.0372540387656, -0.103320875901, 0.040452664117, 1.00266011064, 0.0664914750944, -0.0614382057888;-1264.783199;0.000003
aqua;2;856.877853;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00529575292645, -0.00868954901765, -0.180790209354, 0.594307607231, 0.578676527745;-911.248556;0.000048
aqua;2;856.877853;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-2.06164599276e-06, 0.000795412857655, -0.00122272208584, 9.44982716407e-05, 0.99971057042, 0.000711025401487, 0.000289087975963, -0.000388189940335;-2298.921655;0.000000
aqua;2;856.877853;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.00122362850165, -0.0416488512632, -0.0124565945364, 1.00324390432, 0.0275586724961;-1183.381534;0.000005
aqua;2;856.877853;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.00122362850165, -0.0416488512632, -0.0124565945364, 1.00324390432, 0.0275586724961;-1183.381534;0.000005
aqua;2;856.877853;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.000776468722395, 0.0350623807705, -0.0989858480647, 0.039889313754, 1.00289637438, 0.062250859027, -0.0577769704319;-1278.523865;0.000002
aqua;2;856.877853;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00594357986316, 0.0102483724183, -0.206613652426, 0.558020176133, 0.626893506962;-913.849421;0.000047
aqua;2;856.877853;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;5.65316727592e-05, -0.0077343394691, 0.00805586487169, 0.00402050253315, -0.00723565608334, 0.00268333505056, -0.0129844550254, 0.0469593309789, -0.0380625725236, 0.00605173266958, -0.0220408911654, 0.0156492722278, 0.0574893359166, 1.16100814198, -0.301827909975, 0.0868063195607;-1929.198852;0.000000
aqua;2;856.877853;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.000978064855962, 0.0561521062928, -0.119630164376, 0.0351757201052, 1.00254471243, 0.0779010754799, -0.0704755433333;-1235.818041;0.000003
aqua;2;856.877853;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.0126179427967, -0.188266773067, 0.0514567302397, 0.21209986682, -0.174488544424, 1.04351955868;-957.834042;0.000032
aqua;3;466.071502;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;0.000427655163199, 0.343094274548, 0.680388113485, -0.0220989853463, 0.000161841259798, 0.00278516656858, -0.00139319664336, -0.00492293797681, 0.00362830977486;-1608.721402;0.000000
aqua;3;466.071502;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;3.44173101724e-05, 0.0505921761043, -0.165644646555, 0.655104305342, 0.513912726795, -0.0419626951807, -0.00986111077547, -0.00957071613656, 0.0434894390402, 0.0396378483707, -0.0854693186107, 0.0110659418193, 0.0604875563578, -0.0844075142155, 0.211645637518, -0.4381196351, 0.315831556616, -0.307573108611, 0.232892332295, 0.0131318123344, 0.00995664319488, -0.0133026581689;-1791.148336;0.000000
aqua;3;466.071502;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;0.000952583809153, 0.493816219471, 0.584560538093, -0.0918306275722, 0.0160685264256, -0.006184611783, 0.0241404181171, -0.11586014846, 0.305540570203, -0.20232491202, -0.0037069149599, -0.00475604152313, 0.00757283398295, -0.00756257822975;-1547.454546;0.000000
aqua;3;466.071502;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.00912553020115, 0.830863237459, -0.0359554849037, -0.0758599176177, 0.0047729796561, -0.163591089271, 0.209072742246;-812.071558;0.000102
aqua;3;466.071502;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-6.80825274689e-05, 1.0309888864, -0.0835061531968, -0.00090065379015, 0.0065482705292, -0.0200458573719, 0.029459266672;-1249.897037;0.000003
aqua;3;466.071502;landsat5_mss;0, 1, 2;550.0, 650.0, 750.0;0.00572415601913, 1.13014523504, -0.238715824876, -0.0956305483939;-869.801810;0.000068
aqua;3;466.071502;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;1.54906464554e-05, 0.999567065718, 0.000913981819451, 0.000406585314547, -6.40328751958e-05, -0.000289937037745, 0.000440176082084, -0.000395585679713;-2202.769807;0.000000
aqua;3;466.071502;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.000524535577295, 1.01190806522, 0.0131550570647, 0.000286229305767, -0.00480636650822;-1414.965825;0.000001
aqua;3;466.071502;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.000524535577295, 1.01190806522, 0.0131550570647, 0.000286229305767, -0.00480636650822;-1414.965825;0.000001
aqua;3;466.071502;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-5.54385279204e-05, 1.03209453316, -0.0850466421854, 0.000826304640423, 0.00640961539388, -0.0199127735625, 0.0289980280462;-1254.649963;0.000003
aqua;3;466.071502;landsat4_mss;0, 1, 2;550.0, 650.0, 750.0;0.00542924460687, 1.11222926561, -0.213250798877, -0.0942130304006;-880.550633;0.000062
aqua;3;466.071502;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057;2.88508339268e-05, -0.10713650317, 0.620188127441, 0.591487437498, -0.0969799241238, 0.00394224910343, -0.0333949946017, 0.111358223246, -0.0974401903597, 0.0126249213875, 0.00250894870748, -0.0296740843925, 0.0405143154874, -0.0140030914851;-1719.526927;0.000000
aqua;3;466.071502;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;-8.04898500156e-05, 1.03228598053, -0.0572380747937, -0.00582494937236, 0.00596040698263, -0.0102668860501, 0.0148543729723;-1369.967982;0.000001
aqua;3;466.071502;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;-0.000234113900122, 1.06650188194, -0.0879203533368, -0.0182159785885, 0.0261511382953;-1420.817179;0.000001
aqua;4;553.917077;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.000424424587483, -0.0214785835261, 0.00151228588556, 1.13690710649, -0.136141515547, 0.00662144948156, 0.00809339952755, -0.010877091628, 0.00844397667768;-1409.938880;0.000001
aqua;4;553.917077;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;0.000102666768842, 0.00430374318474, -0.0425085855628, 0.132829320971, -0.330797946817, 0.330393320187, 0.982939059618, -0.177342200376, 0.243748375766, -0.135684072612, -0.0229233269326, 0.010383198045, -0.0861871558171, -0.00794684835406, -0.107832949316, 0.738169726331, -0.624129063766, 0.330016748074, -0.27052772211, 0.0491405280735, -0.0328587955138, 0.0118752815892;-1778.375220;0.000000
aqua;4;553.917077;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255;-0.000376224342283, -0.0243382390613, 0.0667891564255, 1.0135509001, -0.0688850398412, -0.00873107984958, 0.0230403939672, -0.0153213782636, -0.0158218446073, 0.0284271751008, -0.0109739175775, 0.00615255399389;-1497.089848;0.000000
aqua;4;553.917077;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;3.01934753946e-06, 1.00098255776, -0.00139454753221, -0.000129589739257, 0.000178167394004, -0.000227725655707, 0.000208105889058;-2316.268088;0.000000
aqua;4;553.917077;landsat5_tm;0, 1, 2, 3;485.0, 560.0, 660.0, 830.0;0.00112973633558, 0.0170902327155, 1.26029374163, -0.298522477229, 0.0138566468997;-1207.392523;0.000004
aqua;4;553.917077;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.000168249022477, 1.14796148151, -0.170933169067, 0.0743847772208, -0.0227628554692;-1132.210712;0.000008
aqua;4;553.917077;terra;2, 3, 0, 1, 4, 5;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053;-2.71287699126e-06, -0.0011411185652, 0.999685474754, 0.00164923913801, -6.93631774406e-05, 7.59491825505e-05, -0.000109246518271;-2436.439810;0.000000
aqua;4;553.917077;vgt;0, 1, 2;459.52, 662.04, 834.709418838;-0.00487590910026, 0.839473119435, 0.18883869623, 0.111283471179;-795.981281;0.000122
aqua;4;553.917077;landsat8_tirs;0, 1, 2;459.52, 662.04, 834.709418838;-0.00487590910026, 0.839473119435, 0.18883869623, 0.111283471179;-795.981281;0.000122
aqua;4;553.917077;landsat4_tm;0, 1, 2, 3;485.0, 560.0, 660.0, 830.0;0.0011469646722, 0.0225898612232, 1.26496533397, -0.308875404854, 0.0141563085221;-1201.921375;0.000005
aqua;4;553.917077;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.000218111936625, 1.11587428694, -0.14534200466, 0.0916348329642, -0.02971195796;-1110.312288;0.000010
aqua;4;553.917077;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057;-4.09458221046e-05, -0.0325372848992, 0.129275524977, -0.342312737991, 0.327137840834, 0.976689120526, -0.133892230903, 0.143262217699, -0.0779847593562, 0.00164613976741, 0.023545682042, 0.00909864723727, -0.0349526300641, 0.00595970394513;-1769.002533;0.000000
aqua;4;553.917077;landsat7;0, 1, 2, 3;485.0, 560.0, 660.0, 835.0;0.000695631573742, -0.0795001257977, 1.24008156696, -0.182858285814, 0.00922597556131;-1302.503850;0.000002
aqua;4;553.917077;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;0.000173729599414, -0.082960410354, 1.16476805392, -0.123623032613, 0.0309243238111;-1417.589220;0.000001
aqua;5;1241.497580;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;0.0239578645311, 0.802564172588, -0.937450529962, 0.158480265708, -0.140496614663, 0.344683942314, 0.00877614530772, 1.38033391184, -0.845876988196;-679.329350;0.000287
aqua;5;1241.497580;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;0.0119381391639, -0.193093981447, 1.02859216685, -1.10488690792, 0.0531408215357, 0.309704016957, 0.551139009261, -1.75527785636, 2.74649161625, -2.36177437629, 0.865626267307, 0.148682955085, -2.7201068389, 1.50865683958, -3.64924351616, 14.7534394127, -12.5547827957, 20.9763888302, -28.8535308718, 11.8198086396, -4.86681594377, 4.40266601666;-888.479359;0.000044
aqua;5;1241.497580;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;0.0188166921181, 0.0778705316709, 0.148186422537, -0.221647232982, -0.310562076403, 0.226845982294, 0.051751384067, 2.55737222513, -6.19725982029, 3.02568090268, 1.14208798958, -0.0343168829759, 0.790419652906, -0.311102565531;-815.435099;0.000089
aqua;5;1241.497580;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.0175964892771, -0.00804520519536, -0.187634363392, 0.379023581986, 0.0112918123064, 1.28563832376, -0.738352287348;-660.992672;0.000343
aqua;5;1241.497580;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.0226587386341, -0.181140817506, 0.0962031173529, -0.129326197064, 0.351445119449, 1.36386572177, -0.824453343251;-656.840673;0.000354
aqua;5;1241.497580;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0513563920878, 0.0170610002408, 0.820495999185, -1.63349901238, 1.90858448432;-553.298436;0.000838
aqua;5;1241.497580;terra;2, 3, 0, 1, 4, 5;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053;-0.000198839150259, -0.00121028328516, 0.000818852889234, 0.000971322575801, -0.000143697075481, 1.00001303633, -0.00055158688965;-2062.085717;0.000000
aqua;5;1241.497580;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.0227762577911, -0.262529671764, -0.194771758962, 0.461957257898, 0.751172382705;-594.366433;0.000603
aqua;5;1241.497580;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.0227762577911, -0.262529671764, -0.194771758962, 0.461957257898, 0.751172382705;-594.366433;0.000603
aqua;5;1241.497580;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.0221244462606, -0.182645189663, 0.101639841818, -0.131750765189, 0.352146277458, 1.36315030391, -0.822431382486;-655.857966;0.000357
aqua;5;1241.497580;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0561168179695, -0.0451544645074, 0.957236646467, -1.6960806515, 1.8840529606;-540.950264;0.000925
aqua;5;1241.497580;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;0.0241082980969, 1.24359092872, -0.3079377709, -5.64454895937, 5.65504510157, -1.50312892581, 0.216950748381, -0.950908187634, 0.996083388229, 0.453682175876, 3.05631225126, -5.7843604438, 9.69201825705, -44.1962981871, 32.7584771819, 5.3262692501;-681.943632;0.000251
aqua;5;1241.497580;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.0236032440907, -0.119552244001, 0.00425839408282, -0.108091399334, 0.352797892631, 1.35808703263, -0.807734376453;-662.996003;0.000337
aqua;5;1241.497580;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.13811305237, -1.58488359788, 1.01389645503, 1.22827202064, -0.435493790575, 0.389533597493;-425.551743;0.002291
aqua;6;1628.087768;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;0.00377033562626, -0.10871514141, 0.0953761646229, 0.00964525969544, -0.0264526482366, 0.00139061556634, 0.00730441355647, 1.04428102638, -0.0462580637224;-1252.774015;0.000003
aqua;6;1628.087768;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;0.0344304083283, -3.27724622437, 6.6794289464, -4.51432420719, 0.259277732969, 1.73785819573, 0.121931071674, -3.00107603841, -2.13939255451, 12.0690338147, -7.65249960319, 0.918276752995, -7.89640998238, 8.76000979662, -19.839064918, 46.7156118397, -34.8389398563, 45.5001036654, -62.5970892918, 28.7429809632, -11.2174499534, 6.77239667463;-577.191647;0.000527
aqua;6;1628.087768;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;0.0031932264983, -0.0987549819754, 0.0995259134867, -0.0145568161123, 0.00651991660457, -0.0255651904429, 0.0293274712805, 0.219061089245, -0.737046486546, 0.510356024699, -0.00912964934836, 0.00566361561368, 1.02385495135, -0.0266568639483;-1302.321328;0.000002
